,raw_date,High,Low,Open,Close,Volume,adjclose,Date
0,1546300800,4093.29736328125,3707.231201171875,3746.71337890625,4025.248291015625,34910501413,4025.248291015625,2019-01-01
1,1546905600,4109.02099609375,3544.92724609375,4028.47216796875,3706.05224609375,37946213030,3706.05224609375,2019-01-08
2,1547510400,3758.533447265625,3558.537109375,3704.21630859375,3576.032470703125,37941559556,3576.032470703125,2019-01-15
3,1548115200,3654.93310546875,3439.23291015625,3575.081298828125,3470.450439453125,38853962474,3470.450439453125,2019-01-22
4,1548720000,3523.287353515625,3400.81982421875,3468.8701171875,3459.154052734375,38554677169,3459.154052734375,2019-01-29
5,1549324800,3695.614013671875,3391.023681640625,3454.950927734375,3648.4306640625,42168478349,3648.4306640625,2019-02-05
6,1549929600,3936.6650390625,3607.69775390625,3642.751953125,3915.71435546875,48164758199,3915.71435546875,2019-02-12
7,1550534400,4210.6416015625,3793.708984375,3911.66162109375,3882.6962890625,63263935793,3882.6962890625,2019-02-19
8,1551139200,3907.79541015625,3733.749755859375,3878.697265625,3761.55712890625,56155064469,3761.55712890625,2019-02-26
9,1551744000,3987.23779296875,3745.18310546875,3759.83251953125,3905.227294921875,70207495435,3905.227294921875,2019-03-05
10,1552348800,4077.036376953125,3863.55908203125,3903.75830078125,4032.50732421875,66878818654,4032.50732421875,2019-03-12
11,1552953600,4097.35986328125,3934.03125,4032.69189453125,3963.070556640625,68688505472,3963.070556640625,2019-03-19
12,1553558400,4296.806640625,3944.753173828125,3969.228759765625,4158.18310546875,70812996879,4158.18310546875,2019-03-26
13,1554159600,5318.83642578125,4155.31689453125,4156.91943359375,5289.77099609375,130043399993,5289.77099609375,2019-04-01
14,1554764400,5421.6513671875,4955.8525390625,5289.91796875,5067.1083984375,93962914782,5067.1083984375,2019-04-08
15,1555369200,5422.6875,5055.19482421875,5066.57763671875,5399.365234375,92596992840,5399.365234375,2019-04-15
16,1555974000,5642.04443359375,5177.36865234375,5399.36572265625,5247.3525390625,104724490358,5247.3525390625,2019-04-22
17,1556578800,5886.8935546875,5224.18994140625,5247.72607421875,5746.80712890625,109037517016,5746.80712890625,2019-04-29
18,1557183600,8047.4130859375,5741.39599609375,5745.59912109375,7814.9150390625,154870103302,7814.9150390625,2019-05-06
19,1557788400,8320.82421875,7038.12451171875,7807.88427734375,7978.30908203125,194709520575,7978.30908203125,2019-05-13
20,1558393200,8907.1748046875,7533.19677734375,7977.96923828125,8805.7783203125,177107575804,8805.7783203125,2019-05-20
21,1558998000,9008.314453125,8172.55078125,8802.7578125,8208.9951171875,167071149743,8208.9951171875,2019-05-27
22,1559602800,8210.9853515625,7564.48876953125,8210.9853515625,8000.32958984375,136809413794,8000.32958984375,2019-06-03
23,1560207600,9416.4072265625,7772.8037109375,8004.24365234375,9320.3525390625,131924818324,9320.3525390625,2019-06-10
24,1560812400,11246.14453125,9004.9013671875,9335.466796875,11011.1025390625,140131036637,11011.1025390625,2019-06-17
25,1561417200,13796.4892578125,10089.314453125,11007.2021484375,10583.134765625,231609674641,10583.134765625,2019-06-24
26,1562022000,12345.8330078125,9737.884765625,10588.68359375,12285.9580078125,175514783801,12285.9580078125,2019-07-01
27,1562626800,13129.529296875,9992.0068359375,12284.326171875,10895.08984375,182838179846,10895.08984375,2019-07-08
28,1563231600,11048.662109375,9163.134765625,10896.6533203125,10343.1064453125,148307182112,10343.1064453125,2019-07-15
29,1563836400,10346.748046875,9252.296875,10346.748046875,9519.1455078125,109916259842,9519.1455078125,2019-07-22
30,1564441200,11895.091796875,9437.3359375,9522.3291015625,11805.6533203125,120875332400,11805.6533203125,2019-07-29
31,1565046000,12273.8212890625,11248.294921875,11811.544921875,11382.6162109375,131198603185,11382.6162109375,2019-08-05
32,1565650800,11420.0498046875,9675.31640625,11385.052734375,10916.0537109375,122615778172,10916.0537109375,2019-08-12
33,1566255600,10947.0419921875,9831.462890625,10916.3466796875,10370.8203125,115294241025,10370.8203125,2019-08-19
34,1566860400,10396.591796875,9421.6298828125,10372.826171875,10346.7607421875,103155806885,10346.7607421875,2019-08-26
35,1567465200,10898.76171875,10144.9296875,10345.7255859375,10334.974609375,116789274386,10334.974609375,2019-09-02
36,1568070000,10442.25390625,9980.7763671875,10336.408203125,10276.7939453125,100440616135,10276.7939453125,2019-09-09
37,1568674800,10296.771484375,9727.1435546875,10281.513671875,9729.32421875,107915597041,9729.32421875,2019-09-16
38,1569279600,9804.3173828125,7830.7587890625,9729.3212890625,8293.8681640625,126706017515,8293.8681640625,2019-09-23
39,1569884400,8497.6923828125,7905.76611328125,8299.720703125,8245.623046875,98610405603,8245.623046875,2019-09-30
40,1570489200,8721.7802734375,8169.298828125,8246.849609375,8374.6865234375,115692563660,8374.6865234375,2019-10-07
41,1571094000,8410.71484375,7902.1640625,8373.4580078125,8243.720703125,106427528430,8243.720703125,2019-10-14
42,1571698800,10021.744140625,7446.98876953125,8243.40234375,9256.1484375,191757671594,9256.1484375,2019-10-21
43,1572307200,9516.1806640625,9028.7177734375,9248.4404296875,9412.6123046875,175586809358,9412.6123046875,2019-10-29
44,1572912000,9457.41796875,8700.6083984375,9413.0048828125,8757.7880859375,154797987740,8757.7880859375,2019-11-05
45,1573516800,8853.7685546875,8273.5732421875,8759.751953125,8309.2861328125,135480620336,8309.2861328125,2019-11-12
46,1574121600,8408.5166015625,6617.1669921875,8305.134765625,7146.1337890625,192732146378,7146.1337890625,2019-11-19
47,1574726400,7836.10205078125,6974.17431640625,7145.1591796875,7321.98828125,136841674484,7321.98828125,2019-11-26
48,1575331200,7743.431640625,7170.9228515625,7323.9755859375,7400.8994140625,122117728147,7400.8994140625,2019-12-03
49,1575936000,7424.02294921875,6903.6826171875,7397.13427734375,6932.48046875,124883764532,6932.48046875,2019-12-10
50,1576540800,7656.17626953125,6540.04931640625,6931.3154296875,7355.62841796875,173017624756,7355.62841796875,2019-12-17
51,1577145600,7535.716796875,7189.93408203125,7354.39306640625,7292.9951171875,156800560684,7292.9951171875,2019-12-24
52,1577750400,7335.2900390625,7169.77783203125,7294.43896484375,7193.59912109375,21167946112,7193.59912109375,2019-12-31
